id	smiles
CCMSLIB00000004715_train	c1ccc2c(c1)C=Cc1ccccc1N2C(=N)O
CCMSLIB00000004729_train	CC(C)(C)NCC(c1ccc(c(c1)CO)O)O
CCMSLIB00000004733_train	CC[C@@H]([C@H](C)O)n1c(=O)n(cn1)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OC[C@H]1C[C@](Cn2cncn2)(c2ccc(cc2F)F)OC1
CCMSLIB00000004749_train	CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@H](C[C@]12C)O)O
CCMSLIB00000004760_train	CC(C)(C#N)c1cc(cc(c1)C(C)(C)C#N)Cn1cncn1
CCMSLIB00000004773_train	CCOC(=O)C1=C(C)NC(=C(C1c1cccc(c1Cl)Cl)C(=O)OC)C
CCMSLIB00000004789_train	CC(C)c1nnc(C)n1C1C[C@@H]2CC[C@H](C1)N2CC[C@@H](c1ccccc1)N=C(C1CCC(CC1)(F)F)O
CCMSLIB00000004799_train	C=C1[C@H](CO)[C@H](C[C@@H]1n1cnc2c1[nH]c(=N)nc2O)O
CCMSLIB00000004824_train	CC(C)COc1ccc(cc1C#N)c1nc(C)c(C(=O)O)s1
CCMSLIB00000004833_train	CC(C)(C)C#C/C=C/CN(C)Cc1cccc2ccccc12
CCMSLIB00000004848_train	C[C@H]1C=CC=C(C)C(=NC2=C(c3c(c4c(c(C)c3O)O[C@@](C)(C4=O)OC=C[C@@H]([C@@H](C)[C@H]([C@H](C)[C@@H]([C@H](C)[C@H]1O)O)OC(=O)C)OC)C(=O)/C/2=C/NN1CCN(CC1)C1CCCC1)O)O
CCMSLIB00000004857_train	Cc1c(/C=C\C2=C(C(=O)OCOC(=O)C(C)(C)C)N3C(=O)[C@H]([C@H]3SC2)N=C(/C(=N\OC)/c2csc(=N)[nH]2)O)scn1
CCMSLIB00000004871_train	CC[C@@H]1[C@](C)([C@@H]([C@@H](C)C(=O)[C@H](C)C[C@](C)([C@@H]([C@@H](C)[C@@H]([C@@H](C)C(=O)O1)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)OC)O)O
CCMSLIB00000004885_train	Cc1ccc(cc1Nc1nccc(c2cccnc2)n1)NC(=O)c1ccc(cc1)CN1CCN(C)CC1
CCMSLIB00000004895_train	C#C[C@@]1(CC[C@H]2[C@@H]3CCc4cc(ccc4[C@H]3CC[C@]12C)O)O
CCMSLIB00000004901_train	c1cnc(nc1)NS(=O)(=O)c1ccc(cc1)N
CCMSLIB00000004932_train	CC(C)NCC(COc1ccc(cc1)COCCOC(C)C)O
CCMSLIB00000004962_train	COc1ccc(cc1OC1CCCC1)C1CC(=NC1)O
CCMSLIB00000004979_train	Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)nc1O
CCMSLIB00000004984_train	C1CCN(CC1)c1c2c(c(nc(n2)N(CCO)CCO)N2CCCCC2)nc(n1)N(CCO)CCO
CCMSLIB00000005001_train	CNCCC(c1ccccc1)Oc1ccc(cc1)C(F)(F)F
CCMSLIB00000005045_train	CC(=O)OCC(=O)[C@@]12[C@@H](C[C@H]3[C@@H]4C[C@@H](C5=CC(=O)C=C[C@]5(C)[C@]4([C@H](C[C@]13C)O)F)F)OC(C)(C)O2
CCMSLIB00000005052_train	CC[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1C=C[C@]2(C#C)O
CCMSLIB00000005088_train	CC(C)CN1CCC2(CC1)N=C1c3c4c(c(C)c5c3C(=O)[C@@](C)(OC=C[C@@H]([C@@H](C)[C@H]([C@H](C)[C@@H]([C@H](C)[C@H]([C@@H](C)C=CC=C(C)C(=NC(=C1N2)C4=O)O)O)O)OC(=O)C)OC)O5)O
CCMSLIB00000005102_train	Cc1ccn2c(c1)nc1c3c4c(c(C)c5c3C(=O)[C@@](C)(OC=C[C@@H]([C@@H](C)[C@H]([C@H](C)[C@@H]([C@H](C)[C@H]([C@@H](C)C=CC=C(C)C(=Nc(c21)c4O)O)O)O)OC(=O)C)OC)O5)O
CCMSLIB00000005131_train	CC(=O)SCC(Cc1ccccc1)C(=NCC(=O)OCc1ccccc1)O
CCMSLIB00000005163_train	c1nc2c([nH]1)[nH]c(=N)nc2S
CCMSLIB00000005176_train	CC[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C#C)O
CCMSLIB00000005191_train	COc1c2c(cco2)cc2ccc(=O)oc12
CCMSLIB00000005204_train	CC(C)N=C(NS(=O)(=O)c1c[nH]ccc1=Nc1cccc(C)c1)O
CCMSLIB00000005212_train	c1cc(c2c(c1NCCNCCO)C(=O)c1c(ccc(c1C2=O)O)O)NCCNCCO
CCMSLIB00000005220_train	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@]4([C@H](C[C@]3(C)[C@]2(C(=O)CO)O1)O)F
CCMSLIB00000005237_train	CCOC(=O)c1c2CN(C)C(=O)c3cc(ccc3n2cn1)F
CCMSLIB00000005258_train	CCc1c2cc(ccc2nc2c1Cn1c2cc2c(COC(=O)[C@@]2(CC)O)c1=O)OC(=O)N1CCC(CC1)N1CCCCC1
CCMSLIB00000005274_train	C[C@]12CC[C@@H](CC1=CC[C@H]1[C@@H]3CC=C(c4cccnc4)[C@@]3(C)CC[C@H]21)O
CCMSLIB00000005299_train	CC1=N[C@]2(C(=O)COC(=O)C)[C@@H](C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@H](C[C@]23C)O)O1
CCMSLIB00000005340_train	c1(c(N)nc(c(Cl)n1)N)C(=NC(=N)N)O
CCMSLIB00000005351_train	CC(=O)OCC(=O)[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C)O
CCMSLIB00000005360_train	CC(C)OC(=O)C1=C(C)NC(=C(C1c1cccc(c1)N(=O)=O)C(=O)OCCOC)C
CCMSLIB00000005386_train	Cc1cc(no1)NS(=O)(=O)c1ccc(cc1)N
CCMSLIB00000005428_train	C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)N=C(/C(=N\OC(C)(C)C(=O)O)/c1csc(=N)[nH]1)O
CCMSLIB00000005438_train	C[C@@H](C(=O)N1CCC[C@H]1C(=O)O)N[C@@H](CCc1ccccc1)C(=O)O
CCMSLIB00000005449_train	CC1=C2C(C(=O)C3(C)C(CC4C(CO4)(C3C(C(CC1OC(=O)C(C(c1ccccc1)N=C(c1ccccc1)O)O)(C2(C)C)O)OC(=O)c1ccccc1)OC(=O)C)O)OC(=O)C
CCMSLIB00000005461_train	c1ccc(c(c1)CC(=O)O)Nc1c(cccc1Cl)Cl
CCMSLIB00000005468_train	CC(c1cccc(c1)Oc1ccccc1)C(=O)O
CCMSLIB00000005476_train	COc1ccccc1OCC(COC(=N)O)O
CCMSLIB00000005495_train	Cc1cc2c(cc1C)n(C[C@@H]([C@@H]([C@@H](CO)O)O)O)c1c(c(nc(=O)n1)O)n2
CCMSLIB00000005507_train	C[C@@]12CCC(=O)C=C2[C@@H]2C[C@@H]2[C@@H]2[C@@H]1CC[C@@]1(C)[C@H]2[C@@H]2C[C@@H]2[C@]21CCC(=O)O2
CCMSLIB00000005529_train	CC[C@@]1(C[C@@H]2C[C@](c3cc4c(cc3OC)N(C=O)[C@@H]3[C@@]54CCN4CC=C[C@](CC)([C@@H]54)[C@H]([C@@]3(C(=O)OC)O)OC(=O)C)(c3c(CCN(C2)C1)c1ccccc1[nH]3)C(=O)OC)O
CCMSLIB00000005536_train	CC1OCC2C(C(C(C(O2)OC2c3cc4c(cc3[C@@H](c3cc(c(c(c3)OC)O)OC)[C@@H]3C2COC3=O)OCO4)O)O)O1
CCMSLIB00000005546_train	CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1
CCMSLIB00000005556_train	Cc1ccc(cc1)c1cc(C(F)(F)F)nn1c1ccc(cc1)S(=O)(=O)N
CCMSLIB00000005593_train	CC(C)[C@@H](C(=N[C@@H](Cc1ccccc1)C[C@@H]([C@H](Cc1ccccc1)N=C(O)OCc1cncs1)O)O)N=C(N(C)Cc1csc(C(C)C)n1)O
CCMSLIB00000005599_train	CCC(=O)OCC(=O)[C@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3([C@H](C[C@]12C)O)F)OC(=O)CC
CCMSLIB00000005605_train	C1CCN(CC1)c1cc(N)n(c(=N)n1)O
CCMSLIB00000005622_train	CC1Cc2ccccc2N1N=C(c1ccc(c(c1)S(=O)(=O)N)Cl)O
CCMSLIB00000005637_train	CCC(=NCC[C@@H]1CCc2ccc3c(CCO3)c12)O
CCMSLIB00000005655_train	C[C@H]1CC2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3C(=O)C[C@]2(C)[C@]1(C(=O)CO)O
CCMSLIB00000005668_train	CC(c1cccc(c1)C(=O)c1ccccc1)C(=O)O
CCMSLIB00000005683_train	CNC(=O)c1cc(ccn1)Oc1ccc(cc1)NC(=Nc1ccc(c(c1)C(F)(F)F)Cl)O
CCMSLIB00000005690_train	CC(c1cc(cc(c1)C(F)(F)F)C(F)(F)F)O[C@@H]1[C@H](c2ccc(cc2)F)N(CCO1)Cc1nc(n[nH]1)O
CCMSLIB00000005711_train	c1cc2c(cc(c(c2nc1)O)Cl)Cl
CCMSLIB00000005713_train	CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=N3)O)cc12
CCMSLIB00000005722_train	CCCSc1ccc2c(c1)[nH]c(n2)N=C(O)OC
CCMSLIB00000005726_train	CC(CS(=O)(=O)c1ccc(cc1)F)(C(=Nc1ccc(C#N)c(c1)C(F)(F)F)O)O
CCMSLIB00000005740_train	CCC1=C(C)CN(C1=O)C(=NCCc1ccc(cc1)S(=O)(=O)NC(=NC1CCC(C)CC1)O)O
CCMSLIB00000005752_train	CC(C)C1CCC(CC1)C(=N[C@H](Cc1ccccc1)C(=O)O)O
CCMSLIB00000005787_train	CCCCC(=O)N(Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)[C@@H](C(C)C)C(=O)O
CCMSLIB00000005800_train	CN1CCN(CC1)C1=c2ccccc2=Nc2ccc(cc2N1)Cl
CCMSLIB00000005802_train	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@H](CC(=O)O3)O)[C@@H]12
CCMSLIB00000005824_train	C[C@H]1COc2c3c(cc(c2N2CCN(C)CC2)F)c(=O)c(cn13)C(=O)O
CCMSLIB00000005834_train	CC(C)[C@@H](CO)n1cc(c(=O)c2cc(Cc3cccc(c3F)Cl)c(cc12)OC)C(=O)O
CCMSLIB00000005857_train	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
CCMSLIB00000005873_train	CC[C@@]1(c2cc3c4c(cc5ccccc5n4)Cn3c(=O)c2COC1=O)O
CCMSLIB00000005880_train	CC1=C2[C@H](C(=O)[C@]3(C)[C@H](C[C@@H]4[C@@](CO4)([C@H]3[C@@H]([C@](C[C@@H]1OC(=O)[C@@H]([C@H](c1ccccc1)N=C(O)OC(C)(C)C)O)(C2(C)C)O)OC(=O)c1ccccc1)OC(=O)C)O)O
CCMSLIB00000005883_train	COc1c2c([nH]c(=N)n1)n(cn2)[C@H]1[C@H]([C@@H]([C@@H](CO)O1)O)O
CCMSLIB00000005888_train	Cc1ccc(cc1N=c1[nH]c(cs1)c1cccnc1)NC(=O)c1ccc(cc1)CN1CCN(C)CC1
CCMSLIB00000005896_train	CC(=NC[C@H]1CN(c2ccc(c(c2)F)N2CCOCC2)C(=O)O1)O
CCMSLIB00000005910_train	CC1=C[C@@H]2[C@H](CC[C@@]3(C)[C@H]2CC[C@@]3(C(=O)C)OC(=O)C)[C@@]2(C)CCC(=O)C=C12
CCMSLIB00000005925_train	CCCCCCCCCCC[C@@H](C[C@H]1[C@H](CCCCCC)C(=O)O1)OC(=O)[C@H](CC(C)C)N=CO
CCMSLIB00000005935_train	CCCc1nc2c(C)cc(cc2n1Cc1ccc(cc1)c1ccccc1C(=O)O)c1nc2ccccc2n1C
CCMSLIB00000005959_train	C1CSC(=O)C1N=C(CSCC(=O)O)O
CCMSLIB00000005970_train	CC(c1cc2ccccc2s1)N(C(=N)O)O
CCMSLIB00000005981_train	CC(c1ccc(c2ccccc2)c(c1)F)C(=O)O
CCMSLIB00000005988_train	C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]1C[C@@](Cc2c1c(c1c(C(=O)c3ccccc3C1=O)c2O)O)(C(=O)C)O)N)O
CCMSLIB00000006006_train	Cc1c(CSCCNC(=NC)NC#N)[nH]cn1
CCMSLIB00000006035_train	Cc1cccc(C)c1N=C(CN1CCN(CC1)CC(COc1ccccc1OC)O)O
CCMSLIB00000006049_train	c1cc(ccc1c1coc2cc(ccc2c1=O)O)O
CCMSLIB00000006060_train	C(CCCC(=NO)O)CCC(=Nc1ccccc1)O
CCMSLIB00000006067_train	c1ccc2c(c1)c(CS(=O)(=O)N)no2
CCMSLIB00000006077_train	Cc1cccc(c1N=C(c1cnc(Nc2cc(nc(C)n2)N2CCN(CC2)CCO)s1)O)Cl
CCMSLIB00000006092_train	CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc12)OCOC(=O)C(C)(C)C
CCMSLIB00000006114_train	CC(=O)Oc1cc2CN(CCc2s1)C(c1ccccc1F)C(=O)C1CC1
CCMSLIB00000006120_train	CCc1cccc2c3CCOC(CC)(CC(=O)O)c3[nH]c12
CCMSLIB00000006140_train	CC1=C(C(c2cccc(c2)N(=O)=O)C(=C(C)N1)C(=O)OCCOC)C(=O)OC/C=C/c1ccccc1
CCMSLIB00000006152_train	CCCCNc1cc(cc(c1Oc1ccccc1)S(=O)(=O)N)C(=O)O
CCMSLIB00000006165_train	CC1=C(CC(=O)O)c2cc(ccc2/C/1=C\c1ccc(cc1)S(=O)C)F
CCMSLIB00000006201_train	CN(C)CC/C=C/1\c2ccccc2Sc2ccc(cc12)Cl
CCMSLIB00000006204_train	CN1C(=C(c2ccccc2S1(=O)=O)O)C(=Nc1ccccn1)O
CCMSLIB00000006242_train	C[C@]12CC[C@H]3[C@@H](CC[C@@]45[C@@H](C(=C(C[C@]34C)C#N)O)O5)[C@@H]1CC[C@@H]2O
CCMSLIB00000006259_train	C[C@@](c1ccccc1)(c1ccc(cc1)Cl)OCC[C@H]1CCCN1C
CCMSLIB00000006264_train	c1c(c(cc2c1N=CNS2(=O)=O)S(=O)(=O)N)Cl
CCMSLIB00000006276_train	CC(=NCCc1cccc2ccc(cc12)OC)O
CCMSLIB00000006290_train	CC[C@@H]1[C@](C)([C@@H]([C@@H](C)C(=O)[C@H](C)C[C@](C)([C@@H]([C@@H](C)[C@@H]([C@@H](C)C(=O)O1)O[C@H]1C[C@](C)([C@H]([C@H](C)O1)O)OC)O[C@H]1[C@@H]([C@H](C[C@@H](C)O1)N(C)C)O)O)O)O
CCMSLIB00000006293_train	CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O
CCMSLIB00000006303_train	c1cc(ccc1[C@H](CC[C@@H]1[C@@H](c2ccc(cc2)O)N(c2ccc(cc2)F)C1=O)O)F
CCMSLIB00000006305_train	CC(C)[C@@H](C(=N[C@@H](Cc1ccccc1)C[C@@H]([C@H](Cc1ccccc1)N=C(COc1c(C)cccc1C)O)O)O)N1CCCN=C1O
CCMSLIB00000006316_train	c1cc2c(cc1OC(F)(F)F)sc(=N)[nH]2
CCMSLIB00000006353_train	CC(=O)Oc1ccccc1C(=Nc1ncc(N(=O)=O)s1)O
CCMSLIB00000006362_train	CN/C(=C\N(=O)=O)/NCCSCc1csc(CN(C)C)n1
CCMSLIB00000006372_train	COc1ccc2c3CCN4C[C@H]5C[C@H]([C@@H]([C@H]([C@H]5C[C@@H]4c3[nH]c2c1)C(=O)OC)OC)OC(=O)c1cc(c(c(c1)OC)OC)OC
CCMSLIB00000006385_train	COc1ccc(/C=C/C(=Nc2ccccc2C(=O)O)O)cc1OC
CCMSLIB00000006397_train	CCCCCOC(=Nc1c(cn([C@H]2[C@@H]([C@@H]([C@@H](C)O2)O)O)c(=O)n1)F)O
CCMSLIB00000006402_train	c1ccc2c(c1)C(=Nc1ccccc1S2)N1CCN(CC1)CCOCCO
CCMSLIB00000006416_train	C1CCC(CC1)n1c(CCCCOc2ccc3c(CCC(=O)N3)c2)nnn1
CCMSLIB00000006430_train	c1cc(cnc1)C(=NCCON(=O)=O)O
CCMSLIB00000006442_train	Cc1c(cc(C#N)c(n1)O)c1ccncc1
CCMSLIB00000006454_train	C1CC(C(CNCC(C2CCc3cc(ccc3O2)F)O)O)Oc2ccc(cc12)F
CCMSLIB00000006470_train	C[C@@H]1[C@@H]2[C@@H]([C@@H](C)O)C(=O)N2C(=C1SC1Cn2cnc[n+]2C1)C(=O)[O-]
CCMSLIB00000006481_train	Cc1c(CS(=O)c2nc3ccccc3[nH]2)nccc1OCC(F)(F)F
CCMSLIB00000006500_train	CN1C[C@H]2c3ccccc3Oc3ccc(cc3[C@@H]2C1)Cl
CCMSLIB00000006508_train	CN/C(=C\N(=O)=O)/NCCSCc1ccc(CN(C)C)o1
CCMSLIB00000006518_train	CN(C)CCCN1c2ccccc2Sc2ccc(cc12)Cl
CCMSLIB00000006521_train	CCOC(=O)N1CCC(=C2c3ccc(cc3CCc3cccnc23)Cl)CC1
CCMSLIB00000006548_train	CCN(CC)CC#CCOC(=O)C(c1ccccc1)(C1CCCCC1)O
CCMSLIB00000006553_train	Cc1cnc(cn1)C(=NCCc1ccc(cc1)S(=O)(=O)NC(=NC1CCCCC1)O)O
CCMSLIB00000006570_train	CN(C)CCOC(c1ccccc1)c1ccccc1
CCMSLIB00000006590_train	CCOc1nc2cccc(c2n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)C(=O)OC(C)OC(=O)OC1CCCCC1
CCMSLIB00000006598_train	c1cc(ccc1CCc1c[nH]c2c1c(nc(=N)[nH]2)O)C(=O)N[C@@H](CCC(=O)O)C(=O)O
CCMSLIB00000006838_train	CCCCCCCC1=Nc2ccccc2C(=O)C1O
CCMSLIB00000006841_train	CN1[C@@H](CSC1[C@H]1CS/C(=C/2\C=CC=CC2=O)/N1)C(=O)O
CCMSLIB00000006879_train	CC(=O)N(CCC[C@H]1C(=NCC(=NCC(=NCC(=N[C@@H](CCCN(C(=O)C)O)C(=N[C@@H](CCCN(C(=O)C)O)C(=N1)O)O)O)O)O)O)O
CCMSLIB00000007041_train	c1ccc(cc1)C[C@H]1C(=O)N2CCC[C@H]2C(=N1)O
CCMSLIB00000007046_train	CC(C)CC1C(=O)N2CCCC2C(=N1)O
CCMSLIB00000007052_train	C/C(=C\CN(C)C)/C=C/C(=C/[C@@H]1Cc2nc(cs2)[C@@H](C)C[C@H](CC(=O)O[C@@H](C)CC(=CC=CC(=O)O1)C)N)/C
CCMSLIB00000007120_train	c1ccc2c(c1)c(C[C@H]1C(=O)N3CCC[C@H]3C(=N1)O)c[nH]2
CCMSLIB00000007138_train	C1C[C@H]2C(=N[C@@H](Cc3ccc(cc3)O)C(=O)N2C1)O
CCMSLIB00000068210_train	CCC1C2CC3C(C2C=CCC=CCCCCC(=O)O1)O3
CCMSLIB00000068235_train	C=CCCCCCCCCC(=NC)O
CCMSLIB00000070245_train	CCC[C@@H](C)[C@@H]([C@H](C)[C@@H]1[C@@H](C)[C@H](Cc2nc(cs2)C2=N[C@](C)(CS2)C2=N[C@](C)(CS2)C(=N[C@@H]([C@@H](C)CC)[C@H]([C@@H](C)C(=O)O[C@@H](C(C)C)C(=N[C@@H]([C@@H](C)O)C(=O)O1)O)O)O)OC)O
CCMSLIB00000070246_train	CC[C@@H]1C[C@@H]2C[C@@H](C(C)(C)[C@H](CC(=O)O[C@H](CC)C[C@@H]3C[C@@H](C(C)(C)[C@H](CC(=O)O1)O3)O[C@H]1[C@@H]([C@H]([C@@H](CO1)OC)OC)OC)O2)O[C@H]1[C@@H]([C@H]([C@@H](CO1)OC)OC)OC
CCMSLIB00000070256_train	CCC[C@@H](C)[C@@H]([C@H](C)[C@H]([C@@H](C)[C@H](Cc1nc(cs1)C1=N[C@](C)(CS1)C1=N[C@](C)(CS1)C(=N[C@@H]([C@@H](C)CC)[C@H]([C@@H](C)C(=O)OCC)O)O)OC)O)O
